=== System Matrix ===
Size: 66 x 66
  (-0.688623,0)    (0.317403,0)    (-4.94531,0)    (0.375506,0)    (0.115369,0)    (-0.23825,0)    (-1.09891,0)    (-2.20719,0)    (-2.26292,0)    (-1.22351,0)   (-0.353374,0)  (-0.0628693,0)   (-0.814985,0)     (1.09227,0)    (-1.26546,0)     (1.30812,0)    (-1.13432,0)    (0.951607,0)    (-3.87978,0)    (-8.43578,0)     (8.31449,0)     (6.07852,0)    (-1.19714,0)     (1.98673,0)     (-1.1499,0)     (1.06215,0)    (-1.35441,0)     (1.59276,0)    (-1.67688,0)     (1.50672,0)    (-1.21681,0)   (-0.132297,0)     (1.60392,0)       (5.122,0)     (7.36717,0)     (5.21094,0)     (1.82937,0)    (0.295707,0)     (2.13951,0)    (-0.67298,0)    (-4.81083,0)     (-9.7622,0)    (-9.38066,0)    (-4.45574,0)     (-1.0501,0)    (-2.88438,0)     (2.88239,0)     (9.05375,0)     (11.7095,0)     (7.45142,0)     (2.34212,0)     (3.04644,0)    (-7.08259,0)    (-12.4608,0)    (-10.4717,0)    (-4.41449,0)    (-1.83545,0)     (12.2462,0)     (13.2744,0)     (7.18313,0)   (-0.287553,0)    (-18.3838,0)     (-11.601,0)    (-0.94581,0)     (33.2865,0)    (-14.9119,0) 
 (-0.0936198,0)  (-0.0936198,0)     (6.00045,0)  (-0.0150737,0)    (0.178316,0)    (0.839924,0)       (1.928,0)     (2.51071,0)       (1.928,0)    (0.839924,0)    (0.178316,0)  (-0.0150737,0)    (0.272602,0)   (-0.417918,0)    (0.557145,0)   (-0.660847,0)    (0.645646,0)   (-0.300921,0)   (-0.403691,0)   (-0.667639,0)    (-10.1471,0)    (-10.1471,0)   (-0.667639,0)   (-0.403691,0)   (-0.300921,0)    (0.645646,0)   (-0.660847,0)    (0.557145,0)   (-0.417918,0)    (0.272602,0)   (0.0211516,0)    (-1.02843,0)    (-3.89441,0)    (-7.11613,0)    (-7.11613,0)    (-3.89441,0)    (-1.02843,0)   (0.0211516,0)     (0.23307,0)     (2.89328,0)     (8.03887,0)     (11.1289,0)     (8.03887,0)     (2.89328,0)     (0.23307,0)   (-0.857823,0)    (-5.62529,0)    (-11.7646,0)    (-11.7646,0)    (-5.62529,0)   (-0.857823,0)     (2.20151,0)     (9.44195,0)     (14.0595,0)     (9.44195,0)     (2.20151,0)    (-4.74626,0)    (-13.4387,0)    (-13.4387,0)    (-4.74626,0)     (8.60616,0)     (16.2343,0)     (8.60616,0)    (-14.9119,0)    (-14.9119,0)     (30.5317,0) 

=== Field values (Real) ===
            100
            100
              0
            100
            100
            100
            100
            100
            100
            100
            100
            100
        96.7001
        89.2242
        78.2618
        64.7879
             50
        35.2121
        21.7382
        10.7758
        3.29993
        3.29993
        10.7758
        21.7382
        35.2121
             50
        64.7879
        78.2618
        89.2242
        96.7001
         95.338
         94.234
        93.4603
        93.0628
        93.0628
        93.4603
         94.234
         95.338
        86.7544
        84.8756
        83.7033
        83.3052
        83.7033
        84.8756
        86.7544
        75.0041
        72.7152
        71.5345
        71.5345
        72.7152
        75.0041
        61.1061
        58.7957
        58.0076
        58.7957
        61.1061
        46.2893
        44.3646
        44.3646
        46.2893
        31.8887
        30.7518
        31.8887
         19.209
         19.209
         9.3882

